Ticker,Stock Name,Price Code,Ratios Code,In Market?
EGI,Entree Gold Inc,GOOG/AMEX_EGI,DMDRN/EGI_ALLFINANCIALRATIOS,Active
EGL,Engility Holdings Inc. Common,GOOG/NYSE_EGL,DMDRN/EGL_ALLFINANCIALRATIOS,Active
EGLE,Eagle Bulk Shipping Inc.,GOOG/NASDAQ_EGLE,DMDRN/EGLE_ALLFINANCIALRATIOS,Active
EGN,Energen Corp.,GOOG/NYSE_EGN,DMDRN/EGN_ALLFINANCIALRATIOS,Active
EGO,Eldorado Gold Corp,GOOG/NYSE_EGO,DMDRN/EGO_ALLFINANCIALRATIOS,Active
EGOV,Nic Inc.,GOOG/NASDAQ_EGOV,DMDRN/EGOV_ALLFINANCIALRATIOS,Active
EGP,Eastgroup Properties,GOOG/NYSE_EGP,DMDRN/EGP_ALLFINANCIALRATIOS,Active
EGT,Entertainment Gaming Asia Inc.,GOOG/AMEX_EGT,DMDRN/EGT_ALLFINANCIALRATIOS,Active
EGY,Vaalco Energy Inc,GOOG/NYSE_EGY,DMDRN/EGY_ALLFINANCIALRATIOS,Active
EH.TO,easyhome Ltd,YAHOO/TSX_EH_TO,DMDRN/EH_TO_ALLFINANCIALRATIOS,Active
EHTH,Ehealth,GOOG/NASDAQ_EHTH,DMDRN/EHTH_ALLFINANCIALRATIOS,Active
EIG,Employers Holdings Inc,GOOG/NYSE_EIG,DMDRN/EIG_ALLFINANCIALRATIOS,Active
EIHI,Eastern Insurance Holdings,GOOG/NASDAQ_EIHI,DMDRN/EIHI_ALLFINANCIALRATIOS,Active
EIX,Edison International,GOOG/NYSE_EIX,DMDRN/EIX_ALLFINANCIALRATIOS,Active
EJ,E-House [China] Holdings,GOOG/NYSE_EJ,DMDRN/EJ_ALLFINANCIALRATIOS,Active
EKCS,Electronic Control Security,GOOG/PINK_EKCS,DMDRN/EKCS_ALLFINANCIALRATIOS,Active
EKD.TO,Epic Data Int'l Inc.,NA,DMDRN/EKD_TO_ALLFINANCIALRATIOS,Active
EKDKQ,Eastman Kodak,GOOG/PINK_EKDKQ,DMDRN/EKDKQ_ALLFINANCIALRATIOS,Active
EL,Estee Lauder Companies,GOOG/NYSE_EL,DMDRN/EL_ALLFINANCIALRATIOS,Active
ELCO,Elcom Intl Inc,GOOG/PINK_ELCO,DMDRN/ELCO_ALLFINANCIALRATIOS,Active
ELF.TO,E-L Finl Corp. Ltd.,YAHOO/TSX_ELF_TO,DMDRN/ELF_TO_ALLFINANCIALRATIOS,Active
ELGX,Endologix Inc,GOOG/NASDAQ_ELGX,DMDRN/ELGX_ALLFINANCIALRATIOS,Active
ELLI,Ellie Mae Inc,GOOG/NYSE_ELLI,DMDRN/ELLI_ALLFINANCIALRATIOS,Active
ELLO,Ellomay Capital Ltd Ordinary Sh,GOOG/AMEX_ELLO,DMDRN/ELLO_ALLFINANCIALRATIOS,Active
ELMD,Electromed,GOOG/AMEX_ELMD,DMDRN/ELMD_ALLFINANCIALRATIOS,Active
ELN,Elan Corporation Plc,GOOG/NYSE_ELN,DMDRN/ELN_ALLFINANCIALRATIOS,Active
ELNK,Earthlink,GOOG/NASDAQ_ELNK,DMDRN/ELNK_ALLFINANCIALRATIOS,Active
ELON,Echelon Corp.,GOOG/NASDAQ_ELON,DMDRN/ELON_ALLFINANCIALRATIOS,Active
ELOQ,Eloqua Inc.,GOOG/NASDAQ_ELOQ,DMDRN/ELOQ_ALLFINANCIALRATIOS,Active
ELOS,Syneron Medical Ltd,GOOG/NASDAQ_ELOS,DMDRN/ELOS_ALLFINANCIALRATIOS,Active
ELRC,Electro Rent Corp.,GOOG/NASDAQ_ELRC,DMDRN/ELRC_ALLFINANCIALRATIOS,Active
ELRNF,Elron Electronic Inds. Ltd.,GOOG/PINK_ELRNF,DMDRN/ELRNF_ALLFINANCIALRATIOS,Active
ELSE,Electro-Sensors,GOOG/NASDAQ_ELSE,DMDRN/ELSE_ALLFINANCIALRATIOS,Active
ELST,Electronic Systems Tech. Inc,GOOG/PINK_ELST,DMDRN/ELST_ALLFINANCIALRATIOS,Active
ELTP,Electropure Inc,NA,DMDRN/ELTP_ALLFINANCIALRATIOS,Active
ELX,Emulex Corp.,GOOG/NYSE_ELX,DMDRN/ELX_ALLFINANCIALRATIOS,Active
ELXS,Elxsi Corporation,GOOG/PINK_ELXS,DMDRN/ELXS_ALLFINANCIALRATIOS,Active
ELY,Callaway Golf Company,GOOG/NYSE_ELY,DMDRN/ELY_ALLFINANCIALRATIOS,Active
EMA.TO,Emera Inc,YAHOO/TSX_EMA_TO,DMDRN/EMA_TO_ALLFINANCIALRATIOS,Active
EMC,Emc Corp.,GOOG/NYSE_EMC,DMDRN/EMC_ALLFINANCIALRATIOS,Active
EMCF,Emclaire Financial Corp,GOOG/NASDAQ_EMCF,DMDRN/EMCF_ALLFINANCIALRATIOS,Active
EMCI,Emc Insurance Group,GOOG/NASDAQ_EMCI,DMDRN/EMCI_ALLFINANCIALRATIOS,Active
EMDAQ,Equity Media Holdings Corp,GOOG/PINK_EMDAQ,DMDRN/EMDAQ_ALLFINANCIALRATIOS,Active
EMDF,E Med Future Inc.,GOOG/PINK_EMDF,DMDRN/EMDF_ALLFINANCIALRATIOS,Active
EMDY,Emerald Dairy Inc.,NA,DMDRN/EMDY_ALLFINANCIALRATIOS,Active
EME,Emcor Group,GOOG/NYSE_EME,DMDRN/EME_ALLFINANCIALRATIOS,Active
EMED,MedCom USA Inc,GOOG/PINK_EMED,DMDRN/EMED_ALLFINANCIALRATIOS,Active
EMF,Templeton Emerging Markets Fund,GOOG/NYSE_EMF,DMDRN/EMF_ALLFINANCIALRATIOS,Active
EMIS,Emisphere Tech. Inc.,NA,DMDRN/EMIS_ALLFINANCIALRATIOS,Active
EMITF,Elbit Imaging Ltd,GOOG/NASDAQ_EMITF,DMDRN/EMITF_ALLFINANCIALRATIOS,Active
EMKR,Emcore Corp.,GOOG/NASDAQ_EMKR,DMDRN/EMKR_ALLFINANCIALRATIOS,Active
EML,Eastern Company,GOOG/NASDAQ_EML,DMDRN/EML_ALLFINANCIALRATIOS,Active
EMMS,Emmis Communications Corp.,GOOG/NASDAQ_EMMS,DMDRN/EMMS_ALLFINANCIALRATIOS,Active
EMN,Eastman Chemical Company,GOOG/NYSE_EMN,DMDRN/EMN_ALLFINANCIALRATIOS,Active
EMP/A.TO,Empire Company Ltd.,NA,DMDRN/EMP_A_TO_ALLFINANCIALRATIOS,Active
EMPR,Empire Petroleum Corporation,GOOG/PINK_EMPR,DMDRN/EMPR_ALLFINANCIALRATIOS,Active
EMR,Emerson Electric Company,GOOG/NYSE_EMR,DMDRN/EMR_ALLFINANCIALRATIOS,Active
EMRI,Emrise Corporation,GOOG/PINK_EMRI,DMDRN/EMRI_ALLFINANCIALRATIOS,Active
ENB.TO,Enbridge Inc.,YAHOO/TSX_ENB_TO,DMDRN/ENB_TO_ALLFINANCIALRATIOS,Active
ENBP,ENB Financial Corp,GOOG/PINK_ENBP,DMDRN/ENBP_ALLFINANCIALRATIOS,Active
ENCO,Encorium Group Inc,GOOG/PINK_ENCO,DMDRN/ENCO_ALLFINANCIALRATIOS,Active
END,Endeavor International Corp.,GOOG/NYSE_END,DMDRN/END_ALLFINANCIALRATIOS,Active
ENDP,Endo Pharmaceuticals Holdings Inc.,GOOG/NASDAQ_ENDP,DMDRN/ENDP_ALLFINANCIALRATIOS,Active
ENG,Englobal Corp.,GOOG/NASDAQ_ENG,DMDRN/ENG_ALLFINANCIALRATIOS,Active
ENGY,Enviro-Energy Corporation,GOOG/PINK_ENGY,DMDRN/ENGY_ALLFINANCIALRATIOS,Active
ENH,Endurance Specialty Holdings Ltd,GOOG/NYSE_ENH,DMDRN/ENH_ALLFINANCIALRATIOS,Active
ENHT,Enherent Corp,GOOG/PINK_ENHT,DMDRN/ENHT_ALLFINANCIALRATIOS,Active
ENI,Enersis S A,GOOG/NYSE_ENI,DMDRN/ENI_ALLFINANCIALRATIOS,Active
ENL,Reed Elsevier Nv,GOOG/NYSE_ENL,DMDRN/ENL_ALLFINANCIALRATIOS,Active
ENMD,Entremed,GOOG/NASDAQ_ENMD,DMDRN/ENMD_ALLFINANCIALRATIOS,Active
ENOC,Enernoc,GOOG/NASDAQ_ENOC,DMDRN/ENOC_ALLFINANCIALRATIOS,Active
ENPH,Enphase Energy Inc.,GOOG/NASDAQ_ENPH,DMDRN/ENPH_ALLFINANCIALRATIOS,Active
ENR,Energizer Holdings,GOOG/NYSE_ENR,DMDRN/ENR_ALLFINANCIALRATIOS,Active
ENRJ,EnerJex Resources Inc,GOOG/PINK_ENRJ,DMDRN/ENRJ_ALLFINANCIALRATIOS,Active
ENS,Enersys,GOOG/NYSE_ENS,DMDRN/ENS_ALLFINANCIALRATIOS,Active
ENSG,The Ensign Group,GOOG/NASDAQ_ENSG,DMDRN/ENSG_ALLFINANCIALRATIOS,Active
ENSL,Entech Solar Inc,GOOG/PINK_ENSL,DMDRN/ENSL_ALLFINANCIALRATIOS,Active
ENSV,Enservco Corporation,GOOG/PINK_ENSV,DMDRN/ENSV_ALLFINANCIALRATIOS,Active
ENTB,Entest BioMedical Inc.,GOOG/PINK_ENTB,DMDRN/ENTB_ALLFINANCIALRATIOS,Active
ENTG,Entegris,GOOG/NASDAQ_ENTG,DMDRN/ENTG_ALLFINANCIALRATIOS,Active
ENTN,Entorian Technologies Inc,GOOG/PINK_ENTN,DMDRN/ENTN_ALLFINANCIALRATIOS,Active
ENTP,Entrprize Corp,GOOG/PINK_ENTP,DMDRN/ENTP_ALLFINANCIALRATIOS,Active
ENTR,Entropic Communications,GOOG/NASDAQ_ENTR,DMDRN/ENTR_ALLFINANCIALRATIOS,Active
ENV,Envestnet Inc,GOOG/NYSE_ENV,DMDRN/ENV_ALLFINANCIALRATIOS,Active
ENVI,Envivio Inc.,GOOG/NASDAQ_ENVI,DMDRN/ENVI_ALLFINANCIALRATIOS,Active
ENVS,Enova Systems Inc,GOOG/PINK_ENVS,DMDRN/ENVS_ALLFINANCIALRATIOS,Active
ENZ,Enzo Biochem,GOOG/NYSE_ENZ,DMDRN/ENZ_ALLFINANCIALRATIOS,Active
ENZN,Enzon Pharmaceuticals,GOOG/NASDAQ_ENZN,DMDRN/ENZN_ALLFINANCIALRATIOS,Active
ENZR,Energizer Resources Inc,GOOG/PINK_ENZR,DMDRN/ENZR_ALLFINANCIALRATIOS,Active
EOG,Eog Resources,GOOG/NYSE_EOG,DMDRN/EOG_ALLFINANCIALRATIOS,Active
EONC,Eon Communications Corp.,GOOG/NASDAQ_EONC,DMDRN/EONC_ALLFINANCIALRATIOS,Active
EOPN,E2Open Inc,GOOG/NASDAQ_EOPN,DMDRN/EOPN_ALLFINANCIALRATIOS,Active
EOSI,EOS International Inc,GOOG/PINK_EOSI,DMDRN/EOSI_ALLFINANCIALRATIOS,Active
EOX,Emerald Oil Inc,NA,DMDRN/EOX_ALLFINANCIALRATIOS,Active
EPAM,Epam Systems Inc.,GOOG/NYSE_EPAM,DMDRN/EPAM_ALLFINANCIALRATIOS,Active
EPAX,Ambassadors Group,GOOG/NASDAQ_EPAX,DMDRN/EPAX_ALLFINANCIALRATIOS,Active
EPAY,Bottomline Technologies,GOOG/NASDAQ_EPAY,DMDRN/EPAY_ALLFINANCIALRATIOS,Active
EPB,El Paso Pipeline Partners Lp,GOOG/NYSE_EPB,DMDRN/EPB_ALLFINANCIALRATIOS,Active
EPCT,Epicept Corp,GOOG/PINK_EPCT,DMDRN/EPCT_ALLFINANCIALRATIOS,Active
EPD,Enterprise Products Partners L.P.,GOOG/NYSE_EPD,DMDRN/EPD_ALLFINANCIALRATIOS,Active
EPEO,E'Prime Aerospace Corporation,GOOG/PINK_EPEO,DMDRN/EPEO_ALLFINANCIALRATIOS,Active
EPGRQ,Environmental Power Corp,GOOG/PINK_EPGRQ,DMDRN/EPGRQ_ALLFINANCIALRATIOS,Active
EPHC,Epoch Holding Corp.,GOOG/NASDAQ_EPHC,DMDRN/EPHC_ALLFINANCIALRATIOS,Active
EPIQ,Epiq Systems,GOOG/NASDAQ_EPIQ,DMDRN/EPIQ_ALLFINANCIALRATIOS,Active
EPL,Energy Partners,GOOG/NYSE_EPL,DMDRN/EPL_ALLFINANCIALRATIOS,Active
EPM,Evolution Petroleum Corp.,GOOG/AMEX_EPM,DMDRN/EPM_ALLFINANCIALRATIOS,Active
EPOC,Epocrates,GOOG/NASDAQ_EPOC,DMDRN/EPOC_ALLFINANCIALRATIOS,Active
EPR,Entertainment Properties Trust,GOOG/NYSE_EPR,DMDRN/EPR_ALLFINANCIALRATIOS,Active
EQFC,Equitable Financial Corp,GOOG/PINK_EQFC,DMDRN/EQFC_ALLFINANCIALRATIOS,Active
EQIX,Equinix,GOOG/NASDAQ_EQIX,DMDRN/EQIX_ALLFINANCIALRATIOS,Active
EQM,Eqt Midstream Partners Lp,GOOG/NYSE_EQM,DMDRN/EQM_ALLFINANCIALRATIOS,Active
EQR,Equity Residential,GOOG/NYSE_EQR,DMDRN/EQR_ALLFINANCIALRATIOS,Active
EQST,Energy Quest Inc,GOOG/PINK_EQST,DMDRN/EQST_ALLFINANCIALRATIOS,Active
EQT,Eqt Corp.,GOOG/NYSE_EQT,DMDRN/EQT_ALLFINANCIALRATIOS,Active
EQUI,EQUIVEST FINANCE,GOOG/PINK_EQUI,DMDRN/EQUI_ALLFINANCIALRATIOS,Active
EQY,Equity One,GOOG/NYSE_EQY,DMDRN/EQY_ALLFINANCIALRATIOS,Active
ERB,Erba Diagnostics Inc,GOOG/AMEX_ERB,DMDRN/ERB_ALLFINANCIALRATIOS,Active
ERF,Enerplus Corp.,GOOG/NYSE_ERF,DMDRN/ERF_ALLFINANCIALRATIOS,Active
ERFB,ERF Wireless Inc,NA,DMDRN/ERFB_ALLFINANCIALRATIOS,Active
ERIC,Lm Ericsson Telephone Company,GOOG/NASDAQ_ERIC,DMDRN/ERIC_ALLFINANCIALRATIOS,Active
ERIE,Erie Indemnity Company,GOOG/NASDAQ_ERIE,DMDRN/ERIE_ALLFINANCIALRATIOS,Active
ERII,Energy Recovery,GOOG/NASDAQ_ERII,DMDRN/ERII_ALLFINANCIALRATIOS,Active
ERJ,Embraer-Empresa Brasileira De Aeronautica,GOOG/NYSE_ERJ,DMDRN/ERJ_ALLFINANCIALRATIOS,Active
ERMS,eRoom System Technologies Inc,GOOG/PINK_ERMS,DMDRN/ERMS_ALLFINANCIALRATIOS,Active
EROC,Eagle Rock Energy Partners L.P.,GOOG/NASDAQ_EROC,DMDRN/EROC_ALLFINANCIALRATIOS,Active
EROX,Human Pheromone Sciences,NA,DMDRN/EROX_ALLFINANCIALRATIOS,Active
ERSO,Empire Resources Inc,GOOG/PINK_ERSO,DMDRN/ERSO_ALLFINANCIALRATIOS,Active
ES,Energysolutions Inc,GOOG/NYSE_ES,DMDRN/ES_ALLFINANCIALRATIOS,Active
ESBF,Esb Financial Corp.,GOOG/NASDAQ_ESBF,DMDRN/ESBF_ALLFINANCIALRATIOS,Active
ESBK,The Elmira Savings Bank Fsb,GOOG/NASDAQ_ESBK,DMDRN/ESBK_ALLFINANCIALRATIOS,Active
ESC,Emeritus Corp.,GOOG/NYSE_ESC,DMDRN/ESC_ALLFINANCIALRATIOS,Active
ESCA,Escalade Inc.,GOOG/NASDAQ_ESCA,DMDRN/ESCA_ALLFINANCIALRATIOS,Active
ESCC,Evans&Suthrlnd Cmptr,GOOG/PINK_ESCC,DMDRN/ESCC_ALLFINANCIALRATIOS,Active
ESE,Esco Technologies Inc.,GOOG/NYSE_ESE,DMDRN/ESE_ALLFINANCIALRATIOS,Active
ESEA,Euroseas Ltd,GOOG/NASDAQ_ESEA,DMDRN/ESEA_ALLFINANCIALRATIOS,Active
ESGI,enSurge Inc,NA,DMDRN/ESGI_ALLFINANCIALRATIOS,Active
ESGR,Enstar Group Limited,GOOG/NASDAQ_ESGR,DMDRN/ESGR_ALLFINANCIALRATIOS,Active
ESI,Itt Educational Services,GOOG/NYSE_ESI,DMDRN/ESI_ALLFINANCIALRATIOS,Active
ESI.TO,Ensign Resource Svc Group Inc,YAHOO/TSX_ESI_TO,DMDRN/ESI_TO_ALLFINANCIALRATIOS,Active
ESIO,Electro Scientific Industries,GOOG/NASDAQ_ESIO,DMDRN/ESIO_ALLFINANCIALRATIOS,Active
ESL,Esterline Technologies Corp.,GOOG/NYSE_ESL,DMDRN/ESL_ALLFINANCIALRATIOS,Active
ESLT,Elbit Systems Ltd,GOOG/NASDAQ_ESLT,DMDRN/ESLT_ALLFINANCIALRATIOS,Active
ESMC,Escalon Medical,GOOG/NASDAQ_ESMC,DMDRN/ESMC_ALLFINANCIALRATIOS,Active
ESOA,Energy Services of America,GOOG/PINK_ESOA,DMDRN/ESOA_ALLFINANCIALRATIOS,Active
ESP,Espey Mfg. & Electronics,GOOG/AMEX_ESP,DMDRN/ESP_ALLFINANCIALRATIOS,Active
ESPH,Ecosphere Technolgies Inc,NA,DMDRN/ESPH_ALLFINANCIALRATIOS,Active
ESRX,Express Scripts,GOOG/NASDAQ_ESRX,DMDRN/ESRX_ALLFINANCIALRATIOS,Active
ESS,Essex Property Trust,GOOG/NYSE_ESS,DMDRN/ESS_ALLFINANCIALRATIOS,Active
ESSA,Essa Bancorp,GOOG/NASDAQ_ESSA,DMDRN/ESSA_ALLFINANCIALRATIOS,Active
ESSX,Essex Rental Corp.,GOOG/NASDAQ_ESSX,DMDRN/ESSX_ALLFINANCIALRATIOS,Active
ESTE,Earthstone Energy,NA,DMDRN/ESTE_ALLFINANCIALRATIOS,Active
ESV,Ensco Plc,GOOG/NYSE_ESV,DMDRN/ESV_ALLFINANCIALRATIOS,Active
ESWW,Environmental Solutions Worldw,GOOG/PINK_ESWW,DMDRN/ESWW_ALLFINANCIALRATIOS,Active
ESYS,Elecsys Corp.,GOOG/NASDAQ_ESYS,DMDRN/ESYS_ALLFINANCIALRATIOS,Active
ET,Exacttarget Inc.,GOOG/NYSE_ET,DMDRN/ET_ALLFINANCIALRATIOS,Active
ETAK,Elephant Talk Commun,GOOG/AMEX_ETAK,DMDRN/ETAK_ALLFINANCIALRATIOS,Active
ETCC,Environmental Tectonics Corp.,GOOG/PINK_ETCC,DMDRN/ETCC_ALLFINANCIALRATIOS,Active
ETE,Energy Transfer Equity L.P.,GOOG/NYSE_ETE,DMDRN/ETE_ALLFINANCIALRATIOS,Active
ETEC,Emtec Inc.,GOOG/PINK_ETEC,DMDRN/ETEC_ALLFINANCIALRATIOS,Active
ETFC,E*Trade Financial Corp.,GOOG/NASDAQ_ETFC,DMDRN/ETFC_ALLFINANCIALRATIOS,Active
ETH,Ethan Allen Interiors Inc.,GOOG/NYSE_ETH,DMDRN/ETH_ALLFINANCIALRATIOS,Active
ETM,Entercom Communications Corp.,GOOG/NYSE_ETM,DMDRN/ETM_ALLFINANCIALRATIOS,Active
ETN,Eaton Corp.,GOOG/NYSE_ETN,DMDRN/ETN_ALLFINANCIALRATIOS,Active
ETP,Energy Transfer Partners,GOOG/NYSE_ETP,DMDRN/ETP_ALLFINANCIALRATIOS,Active
ETR,Entergy Corp.,GOOG/NYSE_ETR,DMDRN/ETR_ALLFINANCIALRATIOS,Active
ETRM,Enteromedics Inc.,GOOG/NASDAQ_ETRM,DMDRN/ETRM_ALLFINANCIALRATIOS,Active
EUOT,Eurotech Ltd,GOOG/PINK_EUOT,DMDRN/EUOT_ALLFINANCIALRATIOS,Active
EV,Eaton Vance Corp.,GOOG/NYSE_EV,DMDRN/EV_ALLFINANCIALRATIOS,Active
EVBN,Evans Bancorp,GOOG/AMEX_EVBN,DMDRN/EVBN_ALLFINANCIALRATIOS,Active
EVBS,Eastern Virginia Bankshares,GOOG/NASDAQ_EVBS,DMDRN/EVBS_ALLFINANCIALRATIOS,Active
EVC,Entravision Communications Corp.,GOOG/NYSE_EVC,DMDRN/EVC_ALLFINANCIALRATIOS,Active
EVCI,Educational Video Co,GOOG/PINK_EVCI,DMDRN/EVCI_ALLFINANCIALRATIOS,Active
EVEIQ,Evergreen Energy Inc,NA,DMDRN/EVEIQ_ALLFINANCIALRATIOS,Active
EVEP,Ev Energy Partners L.P.,GOOG/NASDAQ_EVEP,DMDRN/EVEP_ALLFINANCIALRATIOS,Active
EVER,Everbank Financial Corp.,GOOG/NYSE_EVER,DMDRN/EVER_ALLFINANCIALRATIOS,Active
EVI,Envirostarm,GOOG/AMEX_EVI,DMDRN/EVI_ALLFINANCIALRATIOS,Active
EVK,Ever-Glory International Group,GOOG/AMEX_EVK,DMDRN/EVK_ALLFINANCIALRATIOS,Active
EVOL,Evolving Systems,GOOG/NASDAQ_EVOL,DMDRN/EVOL_ALLFINANCIALRATIOS,Active
EVR,Evercore Partners Inc,GOOG/NYSE_EVR,DMDRN/EVR_ALLFINANCIALRATIOS,Active
EVRC,Evercel Inc,GOOG/PINK_EVRC,DMDRN/EVRC_ALLFINANCIALRATIOS,Active
EVSC,Endovasc Inc,GOOG/PINK_EVSC,DMDRN/EVSC_ALLFINANCIALRATIOS,Active
EVSNF,Elbit Vision Systems Ltd,NA,DMDRN/EVSNF_ALLFINANCIALRATIOS,Active
EVTN,Enviro Voraxial Tech Inc,GOOG/PINK_EVTN,DMDRN/EVTN_ALLFINANCIALRATIOS,Active
EW,Edwards Lifesciences Corp.,GOOG/NYSE_EW,DMDRN/EW_ALLFINANCIALRATIOS,Active
EWBC,East West Bancorp,GOOG/NASDAQ_EWBC,DMDRN/EWBC_ALLFINANCIALRATIOS,Active
EXA,Exa Corporation,GOOG/NASDAQ_EXA,DMDRN/EXA_ALLFINANCIALRATIOS,Active
EXAC,Exactech,GOOG/NASDAQ_EXAC,DMDRN/EXAC_ALLFINANCIALRATIOS,Active
EXAM,Examworks Group,GOOG/NYSE_EXAM,DMDRN/EXAM_ALLFINANCIALRATIOS,Active
EXAR,Exar Corp.,GOOG/NASDAQ_EXAR,DMDRN/EXAR_ALLFINANCIALRATIOS,Active
EXAS,Exact Sciences Corp.,GOOG/NASDAQ_EXAS,DMDRN/EXAS_ALLFINANCIALRATIOS,Active
EXC,Exelon Corp.,GOOG/NYSE_EXC,DMDRN/EXC_ALLFINANCIALRATIOS,Active
EXE,Crexendo Inc,GOOG/AMEX_EXE,DMDRN/EXE_ALLFINANCIALRATIOS,Active
EXE.TO,Extendicare Inc,YAHOO/TSX_EXE_TO,DMDRN/EXE_TO_ALLFINANCIALRATIOS,Active
EXEL,Exelixis,GOOG/NASDAQ_EXEL,DMDRN/EXEL_ALLFINANCIALRATIOS,Active
EXFO,Exfo Inc,GOOG/NASDAQ_EXFO,DMDRN/EXFO_ALLFINANCIALRATIOS,Active
EXH,Exterran Holdings,GOOG/NYSE_EXH,DMDRN/EXH_ALLFINANCIALRATIOS,Active
EXK,Endeavour Silver Corp.,GOOG/NYSE_EXK,DMDRN/EXK_ALLFINANCIALRATIOS,Active
EXLP,Exterran Partners L.P.,GOOG/NASDAQ_EXLP,DMDRN/EXLP_ALLFINANCIALRATIOS,Active
EXLS,Exlservice Holdings,GOOG/NASDAQ_EXLS,DMDRN/EXLS_ALLFINANCIALRATIOS,Active
EXM,Excel Maritime Carriers,GOOG/NYSE_EXM,DMDRN/EXM_ALLFINANCIALRATIOS,Active
EXNT,EnXnet Inc.,GOOG/PINK_EXNT,DMDRN/EXNT_ALLFINANCIALRATIOS,Active
EXP,Eagle Materials Inc,GOOG/NYSE_EXP,DMDRN/EXP_ALLFINANCIALRATIOS,Active
EXPD,Expeditors International Of Washington,GOOG/NASDAQ_EXPD,DMDRN/EXPD_ALLFINANCIALRATIOS,Active
EXPE,Expedia,GOOG/NASDAQ_EXPE,DMDRN/EXPE_ALLFINANCIALRATIOS,Active
EXPO,Exponent,GOOG/NASDAQ_EXPO,DMDRN/EXPO_ALLFINANCIALRATIOS,Active
EXPR,Express,GOOG/NYSE_EXPR,DMDRN/EXPR_ALLFINANCIALRATIOS,Active
EXR,Extra Space Storage Inc,GOOG/NYSE_EXR,DMDRN/EXR_ALLFINANCIALRATIOS,Active
EXTR,Extreme Networks,GOOG/NASDAQ_EXTR,DMDRN/EXTR_ALLFINANCIALRATIOS,Active
EXXI,Energy Xxi [Bermuda] Limited,GOOG/NASDAQ_EXXI,DMDRN/EXXI_ALLFINANCIALRATIOS,Active
EZCH,Ezchip Semiconductor Limited,GOOG/NASDAQ_EZCH,DMDRN/EZCH_ALLFINANCIALRATIOS,Active
EZENQ,Ezenia! Inc,GOOG/PINK_EZENQ,DMDRN/EZENQ_ALLFINANCIALRATIOS,Active
EZPW,Ezcorp,GOOG/NASDAQ_EZPW,DMDRN/EZPW_ALLFINANCIALRATIOS,Active
F,Ford Motor Credit Company,GOOG/NYSE_F,DMDRN/F_ALLFINANCIALRATIOS,Active
FAC,Liberte Investors Inc.,GOOG/NYSE_FAC,DMDRN/FAC_ALLFINANCIALRATIOS,Active
FAF,First American Corp.,GOOG/NYSE_FAF,DMDRN/FAF_ALLFINANCIALRATIOS,Active
FALC,Falconstor Software,GOOG/NASDAQ_FALC,DMDRN/FALC_ALLFINANCIALRATIOS,Active
FAME,Flamemaster Corp,GOOG/PINK_FAME,DMDRN/FAME_ALLFINANCIALRATIOS,Active
FANG,Diamondback Energy Inc,GOOG/NASDAQ_FANG,DMDRN/FANG_ALLFINANCIALRATIOS,Active
FARM,Farmer Brothers Company,GOOG/NASDAQ_FARM,DMDRN/FARM_ALLFINANCIALRATIOS,Active
FARO,Faro Technologies,GOOG/NASDAQ_FARO,DMDRN/FARO_ALLFINANCIALRATIOS,Active
FAST,Fastenal Company,GOOG/NASDAQ_FAST,DMDRN/FAST_ALLFINANCIALRATIOS,Active
FAX,Aberdeen Asia-Pacific,GOOG/AMEX_FAX,DMDRN/FAX_ALLFINANCIALRATIOS,Active
FB,Facebook Inc,GOOG/NASDAQ_FB,DMDRN/FB_ALLFINANCIALRATIOS,Active
FBAK,First Nat'l Bank Alaska,NA,DMDRN/FBAK_ALLFINANCIALRATIOS,Active
FBC,Flagstar Bancorp,GOOG/NYSE_FBC,DMDRN/FBC_ALLFINANCIALRATIOS,Active
FBCE,FiberCore Inc,GOOG/PINK_FBCE,DMDRN/FBCE_ALLFINANCIALRATIOS,Active
FBHS,Fortune Brands Home & Security,GOOG/NYSE_FBHS,DMDRN/FBHS_ALLFINANCIALRATIOS,Active
FBIZ,First Business Financial Services,GOOG/NASDAQ_FBIZ,DMDRN/FBIZ_ALLFINANCIALRATIOS,Active
FBMI,Firstbank Corp.,GOOG/NASDAQ_FBMI,DMDRN/FBMI_ALLFINANCIALRATIOS,Active
FBMS,The First Bancshares,GOOG/NASDAQ_FBMS,DMDRN/FBMS_ALLFINANCIALRATIOS,Active
FBN,Furniture Brands International,GOOG/NYSE_FBN,DMDRN/FBN_ALLFINANCIALRATIOS,Active
FBNC,First Bancorp,GOOG/NASDAQ_FBNC,DMDRN/FBNC_ALLFINANCIALRATIOS,Active
FBNK,First Connecticut Bancorp Inc.,GOOG/NASDAQ_FBNK,DMDRN/FBNK_ALLFINANCIALRATIOS,Active
FBP,First Bancorp.,GOOG/NYSE_FBP,DMDRN/FBP_ALLFINANCIALRATIOS,Active
FBPI,First Bancorp of Indiana Inc,GOOG/PINK_FBPI,DMDRN/FBPI_ALLFINANCIALRATIOS,Active
FBRC,Fbr & Co,GOOG/NASDAQ_FBRC,DMDRN/FBRC_ALLFINANCIALRATIOS,Active
FBSI,First Bankshares Inc,GOOG/PINK_FBSI,DMDRN/FBSI_ALLFINANCIALRATIOS,Active
FBSS,Fauquier Bankshares,GOOG/NASDAQ_FBSS,DMDRN/FBSS_ALLFINANCIALRATIOS,Active
