Ticker,Stock Name,Price Code,Ratios Code,In Market?
RIVE,Riverview Financial,GOOG/PINK_RIVE,DMDRN/RIVE_ALLFINANCIALRATIOS,Active
RIVR,River Valley Bancorp,GOOG/NASDAQ_RIVR,DMDRN/RIVR_ALLFINANCIALRATIOS,Active
RIVT,Riviera Tool,GOOG/PINK_RIVT,DMDRN/RIVT_ALLFINANCIALRATIOS,Active
RJET,Republic Airlines Holdings Inc,GOOG/NASDAQ_RJET,DMDRN/RJET_ALLFINANCIALRATIOS,Active
RJF,Raymond James Fin'l,GOOG/NYSE_RJF,DMDRN/RJF_ALLFINANCIALRATIOS,Active
RKT,Rock-Tenn 'A',GOOG/NYSE_RKT,DMDRN/RKT_ALLFINANCIALRATIOS,Active
RKTE,Reflectkote Inc.,GOOG/PINK_RKTE,DMDRN/RKTE_ALLFINANCIALRATIOS,Active
RKTI,Rocketinfo Inc.,GOOG/PINK_RKTI,DMDRN/RKTI_ALLFINANCIALRATIOS,Active
RKUS,Ruckos Wireless Inc,GOOG/NYSE_RKUS,DMDRN/RKUS_ALLFINANCIALRATIOS,Active
RL,Polo Ralph Lauren `A`,GOOG/NYSE_RL,DMDRN/RL_ALLFINANCIALRATIOS,Active
RLD,RealD Inc,GOOG/NYSE_RLD,DMDRN/RLD_ALLFINANCIALRATIOS,Active
RLGT,Radiant Logistics,GOOG/AMEX_RLGT,DMDRN/RLGT_ALLFINANCIALRATIOS,Active
RLGY,Realogy Holdings Corp.,GOOG/NYSE_RLGY,DMDRN/RLGY_ALLFINANCIALRATIOS,Active
RLH,Red Lion Hotels Corp,GOOG/NYSE_RLH,DMDRN/RLH_ALLFINANCIALRATIOS,Active
RLI,RLI Corp.,GOOG/NYSE_RLI,DMDRN/RLI_ALLFINANCIALRATIOS,Active
RLOC,ReachLocal Inc,GOOG/NASDAQ_RLOC,DMDRN/RLOC_ALLFINANCIALRATIOS,Active
RLOG,Rand Logistics Inc,GOOG/NASDAQ_RLOG,DMDRN/RLOG_ALLFINANCIALRATIOS,Active
RM,Regional Management Corp.,GOOG/NYSE_RM,DMDRN/RM_ALLFINANCIALRATIOS,Active
RMBS,Rambus Inc.,GOOG/NASDAQ_RMBS,DMDRN/RMBS_ALLFINANCIALRATIOS,Active
RMCF,Rocky Mountain Choc Factory,GOOG/NASDAQ_RMCF,DMDRN/RMCF_ALLFINANCIALRATIOS,Active
RMCP,Revolutions Medical Corp,GOOG/PINK_RMCP,DMDRN/RMCP_ALLFINANCIALRATIOS,Active
RMD,ResMed Inc.,GOOG/NYSE_RMD,DMDRN/RMD_ALLFINANCIALRATIOS,Active
RMKR,Rainmaker Systems Inc,GOOG/NASDAQ_RMKR,DMDRN/RMKR_ALLFINANCIALRATIOS,Active
RMLX,RoomLinX Inc,GOOG/PINK_RMLX,DMDRN/RMLX_ALLFINANCIALRATIOS,Active
RMMI,Rocky Mountain Minerals Inc,GOOG/PINK_RMMI,DMDRN/RMMI_ALLFINANCIALRATIOS,Active
RMTI,Rockwell Medical Tech,GOOG/NASDAQ_RMTI,DMDRN/RMTI_ALLFINANCIALRATIOS,Active
RNDR,Rounder Inc,GOOG/PINK_RNDR,DMDRN/RNDR_ALLFINANCIALRATIOS,Active
RNDY,Roundy's Inc.,GOOG/NYSE_RNDY,DMDRN/RNDY_ALLFINANCIALRATIOS,Active
RNET,RigNet Inc,GOOG/NASDAQ_RNET,DMDRN/RNET_ALLFINANCIALRATIOS,Active
RNF,Rentech Nitrogen Partners LP,GOOG/NYSE_RNF,DMDRN/RNF_ALLFINANCIALRATIOS,Active
RNIN,Wireless Ronin Tech Inc,GOOG/NASDAQ_RNIN,DMDRN/RNIN_ALLFINANCIALRATIOS,Active
RNN,Rexahn Pharmaceuticals,GOOG/AMEX_RNN,DMDRN/RNN_ALLFINANCIALRATIOS,Active
RNO,Rhino Resource Partners LP,GOOG/NYSE_RNO,DMDRN/RNO_ALLFINANCIALRATIOS,Active
RNR,RenaissanceRe Hldgs Ltd,GOOG/NYSE_RNR,DMDRN/RNR_ALLFINANCIALRATIOS,Active
RNST,Renasant Corp.,GOOG/NASDAQ_RNST,DMDRN/RNST_ALLFINANCIALRATIOS,Active
RNWF,Renewal Fuels Inc,GOOG/PINK_RNWF,DMDRN/RNWF_ALLFINANCIALRATIOS,Active
RNWK,RealNetworks Inc.,GOOG/NASDAQ_RNWK,DMDRN/RNWK_ALLFINANCIALRATIOS,Active
ROC,Rockwood Holdings Inc,GOOG/NYSE_ROC,DMDRN/ROC_ALLFINANCIALRATIOS,Active
ROCK,Gibraltar Steel,GOOG/NASDAQ_ROCK,DMDRN/ROCK_ALLFINANCIALRATIOS,Active
ROCM,Rochester Medical,GOOG/NASDAQ_ROCM,DMDRN/ROCM_ALLFINANCIALRATIOS,Active
ROFO,Rockford Corporation,GOOG/PINK_ROFO,DMDRN/ROFO_ALLFINANCIALRATIOS,Active
ROG,Rogers Corp.,GOOG/NYSE_ROG,DMDRN/ROG_ALLFINANCIALRATIOS,Active
ROHI,Rotech Healthcare Inc,GOOG/PINK_ROHI,DMDRN/ROHI_ALLFINANCIALRATIOS,Active
ROIAK,Radio One 'D',GOOG/NASDAQ_ROIAK,DMDRN/ROIAK_ALLFINANCIALRATIOS,Active
ROIC,Retail Opportunity Inv. Corp,GOOG/NASDAQ_ROIC,DMDRN/ROIC_ALLFINANCIALRATIOS,Active
ROK,Rockwell Int'l,GOOG/NYSE_ROK,DMDRN/ROK_ALLFINANCIALRATIOS,Active
ROL,Rollins Inc.,GOOG/NYSE_ROL,DMDRN/ROL_ALLFINANCIALRATIOS,Active
ROLL,RBC Bearings Inc,GOOG/NASDAQ_ROLL,DMDRN/ROLL_ALLFINANCIALRATIOS,Active
ROMA,Roma Financial Corp,GOOG/NASDAQ_ROMA,DMDRN/ROMA_ALLFINANCIALRATIOS,Active
RONE,Regal One Corporation,GOOG/PINK_RONE,DMDRN/RONE_ALLFINANCIALRATIOS,Active
ROP,Roper Inds.,GOOG/NYSE_ROP,DMDRN/ROP_ALLFINANCIALRATIOS,Active
ROSE,Rosetta Resources Inc,GOOG/NASDAQ_ROSE,DMDRN/ROSE_ALLFINANCIALRATIOS,Active
ROSG,Rosetta Genomics Ltd.,GOOG/NASDAQ_ROSG,DMDRN/ROSG_ALLFINANCIALRATIOS,Active
ROST,Ross Stores,GOOG/NASDAQ_ROST,DMDRN/ROST_ALLFINANCIALRATIOS,Active
ROVI,Rovi Corp.,GOOG/NASDAQ_ROVI,DMDRN/ROVI_ALLFINANCIALRATIOS,Active
ROX,Castle Brands,GOOG/AMEX_ROX,DMDRN/ROX_ALLFINANCIALRATIOS,Active
ROYL,Royale Energy Inc,GOOG/NASDAQ_ROYL,DMDRN/ROYL_ALLFINANCIALRATIOS,Active
RP,RealPage Inc,GOOG/NASDAQ_RP,DMDRN/RP_ALLFINANCIALRATIOS,Active
RPBC,Redpoint Bio Corp,GOOG/PINK_RPBC,DMDRN/RPBC_ALLFINANCIALRATIOS,Active
RPDT,Rapidtron Inc.,GOOG/PINK_RPDT,DMDRN/RPDT_ALLFINANCIALRATIOS,Active
RPI,Roberts Realty Investors,GOOG/AMEX_RPI,DMDRN/RPI_ALLFINANCIALRATIOS,Active
RPID,Rapid Link Inc,GOOG/PINK_RPID,DMDRN/RPID_ALLFINANCIALRATIOS,Active
RPM,RPM Inc.,GOOG/NYSE_RPM,DMDRN/RPM_ALLFINANCIALRATIOS,Active
RPMM,RPM Technologies Inc,GOOG/PINK_RPMM,DMDRN/RPMM_ALLFINANCIALRATIOS,Active
RPRX,Repros Therapeutics Inc,GOOG/NASDAQ_RPRX,DMDRN/RPRX_ALLFINANCIALRATIOS,Active
RPT,Ramco-Gershenson Pptys,GOOG/NYSE_RPT,DMDRN/RPT_ALLFINANCIALRATIOS,Active
RPTP,Raptor Pharmaceutical Corp,GOOG/NASDAQ_RPTP,DMDRN/RPTP_ALLFINANCIALRATIOS,Active
RPXC,RPX Corporation,GOOG/NASDAQ_RPXC,DMDRN/RPXC_ALLFINANCIALRATIOS,Active
RRC,Range Resources Corp.,GOOG/NYSE_RRC,DMDRN/RRC_ALLFINANCIALRATIOS,Active
RRD,Donnelley (R.R) & Sons,GOOG/NASDAQ_RRD,DMDRN/RRD_ALLFINANCIALRATIOS,Active
RRGB,Red Robin Gourmet Burgers,GOOG/NASDAQ_RRGB,DMDRN/RRGB_ALLFINANCIALRATIOS,Active
RRMS,Rose Rock Midstream LP,GOOG/NYSE_RRMS,DMDRN/RRMS_ALLFINANCIALRATIOS,Active
RRRI,Rock Ridge Resources Inc,GOOG/PINK_RRRI,DMDRN/RRRI_ALLFINANCIALRATIOS,Active
RRST,RRSat Global Com. Network Ltd,GOOG/NASDAQ_RRST,DMDRN/RRST_ALLFINANCIALRATIOS,Active
RRTS,Roadrunner Trans Systems Inc,GOOG/NYSE_RRTS,DMDRN/RRTS_ALLFINANCIALRATIOS,Active
RS,Reliance Steel & Alum,GOOG/NYSE_RS,DMDRN/RS_ALLFINANCIALRATIOS,Active
RSG,Republic Services,GOOG/NYSE_RSG,DMDRN/RSG_ALLFINANCIALRATIOS,Active
RSH,RadioShack Corp.,GOOG/NYSE_RSH,DMDRN/RSH_ALLFINANCIALRATIOS,Active
RSMI,Rim Semiconductor Inc,GOOG/PINK_RSMI,DMDRN/RSMI_ALLFINANCIALRATIOS,Active
RSOL,Real Goods Solar Inc,GOOG/NASDAQ_RSOL,DMDRN/RSOL_ALLFINANCIALRATIOS,Active
RSRV,Reserve Petroleum Co,GOOG/PINK_RSRV,DMDRN/RSRV_ALLFINANCIALRATIOS,Active
RST,Boca Resorts Inc,GOOG/NYSE_RST,DMDRN/RST_ALLFINANCIALRATIOS,Active
RSTI,Rofin-Sinar Tech,GOOG/NASDAQ_RSTI,DMDRN/RSTI_ALLFINANCIALRATIOS,Active
RSYS,RadiSys Corp,GOOG/NASDAQ_RSYS,DMDRN/RSYS_ALLFINANCIALRATIOS,Active
RT,Ryerson Tull,GOOG/NYSE_RT,DMDRN/RT_ALLFINANCIALRATIOS,Active
RTEC,Rudolph Technologies Inc,GOOG/NASDAQ_RTEC,DMDRN/RTEC_ALLFINANCIALRATIOS,Active
RTI,RTI Intl Metals Inc,GOOG/NYSE_RTI,DMDRN/RTI_ALLFINANCIALRATIOS,Active
RTIX,Regeneration Technologies Inc,GOOG/NASDAQ_RTIX,DMDRN/RTIX_ALLFINANCIALRATIOS,Active
RTK,Rentech,GOOG/AMEX_RTK,DMDRN/RTK_ALLFINANCIALRATIOS,Active
RTLX,Retalix Ltd.,GOOG/NASDAQ_RTLX,DMDRN/RTLX_ALLFINANCIALRATIOS,Active
RTN,Raytheon Co.,GOOG/NYSE_RTN,DMDRN/RTN_ALLFINANCIALRATIOS,Active
RTPRQ,Retail Pro Inc,GOOG/PINK_RTPRQ,DMDRN/RTPRQ_ALLFINANCIALRATIOS,Active
RTYFZ,Realty Finance Corporation,GOOG/PINK_RTYFZ,DMDRN/RTYFZ_ALLFINANCIALRATIOS,Active
RUE,rue21 Inc,GOOG/NASDAQ_RUE,DMDRN/RUE_ALLFINANCIALRATIOS,Active
RUNI,Reunion Inds Inc,GOOG/PINK_RUNI,DMDRN/RUNI_ALLFINANCIALRATIOS,Active
RUS.TO,Russel Metals Inc.,YAHOO/TSX_RUS_TO,DMDRN/RUS_TO_ALLFINANCIALRATIOS,Active
RUSHA,Rush Enterprises Inc.,GOOG/NASDAQ_RUSHA,DMDRN/RUSHA_ALLFINANCIALRATIOS,Active
RUSHB,Rush Enterprises Inc,GOOG/NASDAQ_RUSHB,DMDRN/RUSHB_ALLFINANCIALRATIOS,Active
RUTH,Ruth's Chris Steak House Inc.,GOOG/NASDAQ_RUTH,DMDRN/RUTH_ALLFINANCIALRATIOS,Active
RVBD,Riverbed Technology Inc,GOOG/NASDAQ_RVBD,DMDRN/RVBD_ALLFINANCIALRATIOS,Active
RVBHF,RVB Holdings Ltd,GOOG/PINK_RVBHF,DMDRN/RVBHF_ALLFINANCIALRATIOS,Active
RVLT,Revolution Lighting Tech. Inc,GOOG/NASDAQ_RVLT,DMDRN/RVLT_ALLFINANCIALRATIOS,Active
RVM,Revett Minerals Inc,GOOG/AMEX_RVM,DMDRN/RVM_ALLFINANCIALRATIOS,Active
RVP,Retractable Technologies,GOOG/AMEX_RVP,DMDRN/RVP_ALLFINANCIALRATIOS,Active
RVR,White River Capital,GOOG/AMEX_RVR,DMDRN/RVR_ALLFINANCIALRATIOS,Active
RVSB,Riverview Bancorp Inc,GOOG/NASDAQ_RVSB,DMDRN/RVSB_ALLFINANCIALRATIOS,Active
RVT,Royce Value Trust,GOOG/NYSE_RVT,DMDRN/RVT_ALLFINANCIALRATIOS,Active
RWC,Relm Wireless Corp.,GOOG/AMEX_RWC,DMDRN/RWC_ALLFINANCIALRATIOS,Active
RWT,Redwood Trust Inc,GOOG/NYSE_RWT,DMDRN/RWT_ALLFINANCIALRATIOS,Active
RWWI,Rand Worldwide Inc,NA,DMDRN/RWWI_ALLFINANCIALRATIOS,Active
RXAF,Rx For Africa Inc,GOOG/PINK_RXAF,DMDRN/RXAF_ALLFINANCIALRATIOS,Active
RXN,Rexnord Corp.,GOOG/NYSE_RXN,DMDRN/RXN_ALLFINANCIALRATIOS,Active
RXPC,Radient Pharmaceuticals Corp,GOOG/PINK_RXPC,DMDRN/RXPC_ALLFINANCIALRATIOS,Active
RY.TO,Royal Bank of Canada,YAHOO/TSX_RY_TO,DMDRN/RY_TO_ALLFINANCIALRATIOS,Active
RYFL,Family Steak House FL,NA,DMDRN/RYFL_ALLFINANCIALRATIOS,Active
RYL,Ryland Group,GOOG/NYSE_RYL,DMDRN/RYL_ALLFINANCIALRATIOS,Active
RYN,Rayonier Inc.,GOOG/NYSE_RYN,DMDRN/RYN_ALLFINANCIALRATIOS,Active
RYPE,Royalite Petroleum Company In,GOOG/PINK_RYPE,DMDRN/RYPE_ALLFINANCIALRATIOS,Active
RYUN,Respect Your Universe Inc.,GOOG/PINK_RYUN,DMDRN/RYUN_ALLFINANCIALRATIOS,Active
S,Sears Roebuck,GOOG/NYSE_S,DMDRN/S_ALLFINANCIALRATIOS,Active
S.TO,Sherritt Intl Corp,YAHOO/TSX_S_TO,DMDRN/S_TO_ALLFINANCIALRATIOS,Active
SA,Stage II Apparel,GOOG/NYSE_SA,DMDRN/SA_ALLFINANCIALRATIOS,Active
SAAS,inContact Inc,GOOG/NASDAQ_SAAS,DMDRN/SAAS_ALLFINANCIALRATIOS,Active
SABA,SABA Software Inc,GOOG/NASDAQ_SABA,DMDRN/SABA_ALLFINANCIALRATIOS,Active
SAFM,Sanderson Farms,GOOG/NASDAQ_SAFM,DMDRN/SAFM_ALLFINANCIALRATIOS,Active
SAFT,Safety Insurance Group Inc,GOOG/NASDAQ_SAFT,DMDRN/SAFT_ALLFINANCIALRATIOS,Active
SAH,Sonic Automotive,GOOG/NYSE_SAH,DMDRN/SAH_ALLFINANCIALRATIOS,Active
SAI,Security Assoc Inc,GOOG/NYSE_SAI,DMDRN/SAI_ALLFINANCIALRATIOS,Active
SAIA,Saia Inc,GOOG/NASDAQ_SAIA,DMDRN/SAIA_ALLFINANCIALRATIOS,Active
SAJA,Sajan Inc,GOOG/PINK_SAJA,DMDRN/SAJA_ALLFINANCIALRATIOS,Active
SAL,Salisbury Bancorp,GOOG/AMEX_SAL,DMDRN/SAL_ALLFINANCIALRATIOS,Active
SALM,Salem Communications Corp,GOOG/NASDAQ_SALM,DMDRN/SALM_ALLFINANCIALRATIOS,Active
SAM,Boston Beer 'A',GOOG/NYSE_SAM,DMDRN/SAM_ALLFINANCIALRATIOS,Active
SAMB,Sun American Bancorp,GOOG/PINK_SAMB,DMDRN/SAMB_ALLFINANCIALRATIOS,Active
SANM,Sanmina Corp.,GOOG/NASDAQ_SANM,DMDRN/SANM_ALLFINANCIALRATIOS,Active
SANT,Santeon Group Inc,GOOG/PINK_SANT,DMDRN/SANT_ALLFINANCIALRATIOS,Active
SANW,S&W Seed Company,GOOG/NASDAQ_SANW,DMDRN/SANW_ALLFINANCIALRATIOS,Active
SAP,SAP AG,GOOG/NYSE_SAP,DMDRN/SAP_ALLFINANCIALRATIOS,Active
SAP.TO,Saputo Inc,YAHOO/TSX_SAP_TO,DMDRN/SAP_TO_ALLFINANCIALRATIOS,Active
SAPE,Sapient Corp.,GOOG/NASDAQ_SAPE,DMDRN/SAPE_ALLFINANCIALRATIOS,Active
SARA,Saratoga Res Inc,GOOG/AMEX_SARA,DMDRN/SARA_ALLFINANCIALRATIOS,Active
SASR,Sandy Spring Bancorp Inc,GOOG/NASDAQ_SASR,DMDRN/SASR_ALLFINANCIALRATIOS,Active
SATS,EchoStar Corp.,GOOG/NASDAQ_SATS,DMDRN/SATS_ALLFINANCIALRATIOS,Active
SAVE,Spirit Airlines,GOOG/NASDAQ_SAVE,DMDRN/SAVE_ALLFINANCIALRATIOS,Active
SB,Safe Bulkers Inc,GOOG/NYSE_SB,DMDRN/SB_ALLFINANCIALRATIOS,Active
SBAC,SBA Communications Corp,GOOG/NASDAQ_SBAC,DMDRN/SBAC_ALLFINANCIALRATIOS,Active
SBBX,Sussex Bancorp,GOOG/NASDAQ_SBBX,DMDRN/SBBX_ALLFINANCIALRATIOS,Active
SBCF,Seacoast Bk. Fla 'A',GOOG/NASDAQ_SBCF,DMDRN/SBCF_ALLFINANCIALRATIOS,Active
SBFC,Southeastern Bank Financial,GOOG/PINK_SBFC,DMDRN/SBFC_ALLFINANCIALRATIOS,Active
SBGI,Sinclair Broadcast,GOOG/NASDAQ_SBGI,DMDRN/SBGI_ALLFINANCIALRATIOS,Active
SBH,Sally Beauty Holdings Inc,GOOG/NYSE_SBH,DMDRN/SBH_ALLFINANCIALRATIOS,Active
SBKCQ,Security Bank Corp/US,GOOG/PINK_SBKCQ,DMDRN/SBKCQ_ALLFINANCIALRATIOS,Active
SBLK,Seabulk Int'l,GOOG/NASDAQ_SBLK,DMDRN/SBLK_ALLFINANCIALRATIOS,Active
SBNY,Signature Bank,GOOG/NASDAQ_SBNY,DMDRN/SBNY_ALLFINANCIALRATIOS,Active
SBON,Siboney Corp.,GOOG/PINK_SBON,DMDRN/SBON_ALLFINANCIALRATIOS,Active
SBSA,Spanish Broadcasting Sys. Inc.,GOOG/NASDAQ_SBSA,DMDRN/SBSA_ALLFINANCIALRATIOS,Active
SBSI,Southside Bancshares Inc.,GOOG/NASDAQ_SBSI,DMDRN/SBSI_ALLFINANCIALRATIOS,Active
SBUX,Starbucks Corp.,GOOG/NASDAQ_SBUX,DMDRN/SBUX_ALLFINANCIALRATIOS,Active
SBX,Seabright Insurance Hldgs,GOOG/NYSE_SBX,DMDRN/SBX_ALLFINANCIALRATIOS,Active
SC.TO,Shoppers Drug Mart Corp,YAHOO/TSX_SC_TO,DMDRN/SC_TO_ALLFINANCIALRATIOS,Active
SCBT,SCBT Financial Corp,GOOG/NASDAQ_SCBT,DMDRN/SCBT_ALLFINANCIALRATIOS,Active
SCC.TO,Sears Canada Inc.,YAHOO/TSX_SCC_TO,DMDRN/SCC_TO_ALLFINANCIALRATIOS,Active
SCCO,Southern Copper,GOOG/NYSE_SCCO,DMDRN/SCCO_ALLFINANCIALRATIOS,Active
SCG,SCANA Corp.,GOOG/NYSE_SCG,DMDRN/SCG_ALLFINANCIALRATIOS,Active
SCHL,Scholastic Corp.,GOOG/NASDAQ_SCHL,DMDRN/SCHL_ALLFINANCIALRATIOS,Active
SCHN,Schnitzer Steel Inds 'A',GOOG/NASDAQ_SCHN,DMDRN/SCHN_ALLFINANCIALRATIOS,Active
SCHS,School Specialty Inc,GOOG/NASDAQ_SCHS,DMDRN/SCHS_ALLFINANCIALRATIOS,Active
SCHW,Schwab (Charles),GOOG/NYSE_SCHW,DMDRN/SCHW_ALLFINANCIALRATIOS,Active
SCI,SCI Systems,GOOG/NYSE_SCI,DMDRN/SCI_ALLFINANCIALRATIOS,Active
SCIA,SCI Engineered Materials Inc,GOOG/PINK_SCIA,DMDRN/SCIA_ALLFINANCIALRATIOS,Active
SCIE,SpectraScience Inc,GOOG/PINK_SCIE,DMDRN/SCIE_ALLFINANCIALRATIOS,Active
SCIL,Scientific Learning Corp,GOOG/NASDAQ_SCIL,DMDRN/SCIL_ALLFINANCIALRATIOS,Active
SCIXF,Scailex Corporation Ltd,GOOG/PINK_SCIXF,DMDRN/SCIXF_ALLFINANCIALRATIOS,Active
SCKT,Socket Communications Inc,GOOG/PINK_SCKT,DMDRN/SCKT_ALLFINANCIALRATIOS,Active
SCL,Stepan Company,GOOG/NYSE_SCL,DMDRN/SCL_ALLFINANCIALRATIOS,Active
SCL/A.TO,ShawCor Ltd. A,NA,DMDRN/SCL_A_TO_ALLFINANCIALRATIOS,Active
SCLB.TO,ShawCor Ltd.,NA,DMDRN/SCLB_TO_ALLFINANCIALRATIOS,Active
SCLD,Steelcloud Co,GOOG/PINK_SCLD,DMDRN/SCLD_ALLFINANCIALRATIOS,Active
SCLN,SciClone Pharm.,GOOG/NASDAQ_SCLN,DMDRN/SCLN_ALLFINANCIALRATIOS,Active
SCLR,SCOLR Pharma Inc,GOOG/PINK_SCLR,DMDRN/SCLR_ALLFINANCIALRATIOS,Active
SCMF,Southern Community Finl Corp,GOOG/NASDAQ_SCMF,DMDRN/SCMF_ALLFINANCIALRATIOS,Active
SCMP,Sucampo Pharmaceuticals Inc,GOOG/NASDAQ_SCMP,DMDRN/SCMP_ALLFINANCIALRATIOS,Active
SCMR,Sycamore Networks,GOOG/NASDAQ_SCMR,DMDRN/SCMR_ALLFINANCIALRATIOS,Active
SCOK,SinoCoking Coal and Coke Chem,GOOG/NASDAQ_SCOK,DMDRN/SCOK_ALLFINANCIALRATIOS,Active
SCON,Superconductor Tech.,GOOG/NASDAQ_SCON,DMDRN/SCON_ALLFINANCIALRATIOS,Active
SCOR,Syncor Int'l,GOOG/NASDAQ_SCOR,DMDRN/SCOR_ALLFINANCIALRATIOS,Active
SCR,Simcere Pharmaceutical Group,GOOG/NYSE_SCR,DMDRN/SCR_ALLFINANCIALRATIOS,Active
SCR/A,Sea Containers Ltd. 'A',NA,DMDRN/SCR_A_ALLFINANCIALRATIOS,Active
SCRH,Scores Holding Company Inc.,GOOG/PINK_SCRH,DMDRN/SCRH_ALLFINANCIALRATIOS,Active
SCS,Steelcase Inc 'A',GOOG/NYSE_SCS,DMDRN/SCS_ALLFINANCIALRATIOS,Active
SCSC,Scansource Inc,GOOG/NASDAQ_SCSC,DMDRN/SCSC_ALLFINANCIALRATIOS,Active
SCSS,Select Comfort Corp,GOOG/NASDAQ_SCSS,DMDRN/SCSS_ALLFINANCIALRATIOS,Active
SCTY,Solarcity Corporation,GOOG/NASDAQ_SCTY,DMDRN/SCTY_ALLFINANCIALRATIOS,Active
SCUEF,Storm Cat Energy Corp,GOOG/PINK_SCUEF,DMDRN/SCUEF_ALLFINANCIALRATIOS,Active
SCVL,Shoe Carnival,GOOG/NASDAQ_SCVL,DMDRN/SCVL_ALLFINANCIALRATIOS,Active
SCX,Starrett (L.S.),GOOG/NYSE_SCX,DMDRN/SCX_ALLFINANCIALRATIOS,Active
SD,SandRidge Energy Inc,GOOG/NYSE_SD,DMDRN/SD_ALLFINANCIALRATIOS,Active
SDBT,SoundBite Communications Inc,GOOG/NASDAQ_SDBT,DMDRN/SDBT_ALLFINANCIALRATIOS,Active
SDI.TO,Spectral Diagnostics,YAHOO/TSX_SDI_TO,DMDRN/SDI_TO_ALLFINANCIALRATIOS,Active
SDIX,Strategic Diagnostics,GOOG/NASDAQ_SDIX,DMDRN/SDIX_ALLFINANCIALRATIOS,Active
SDLP,Seadrill Partners LLC,GOOG/NYSE_SDLP,DMDRN/SDLP_ALLFINANCIALRATIOS,Active
SDNA,Sedona Corp,GOOG/PINK_SDNA,DMDRN/SDNA_ALLFINANCIALRATIOS,Active
SDON,Sandston Corp,GOOG/PINK_SDON,DMDRN/SDON_ALLFINANCIALRATIOS,Active
SDRL,Seadrill Ltd.,GOOG/NYSE_SDRL,DMDRN/SDRL_ALLFINANCIALRATIOS,Active
SDT,Sandridge Mississippian Tr. 1,GOOG/NYSE_SDT,DMDRN/SDT_ALLFINANCIALRATIOS,Active
SDTHQ,ShengdaTech Inc,GOOG/PINK_SDTHQ,DMDRN/SDTHQ_ALLFINANCIALRATIOS,Active
SE,7-Eleven Inc.,GOOG/NYSE_SE,DMDRN/SE_ALLFINANCIALRATIOS,Active
SEAC,SeaChange Intl Inc,GOOG/NASDAQ_SEAC,DMDRN/SEAC_ALLFINANCIALRATIOS,Active
SEB,Seaboard Corp.,GOOG/AMEX_SEB,DMDRN/SEB_ALLFINANCIALRATIOS,Active
SEBC,Southeastern Banking Corp,GOOG/PINK_SEBC,DMDRN/SEBC_ALLFINANCIALRATIOS,Active
SED,Sun Entertainment Holding Corporation,GOOG/AMEX_SED,DMDRN/SED_ALLFINANCIALRATIOS,Active
SEE,Sealed Air,GOOG/NYSE_SEE,DMDRN/SEE_ALLFINANCIALRATIOS,Active
SEED,Origin Agritech Ltd,GOOG/NASDAQ_SEED,DMDRN/SEED_ALLFINANCIALRATIOS,Active
SEEK,TheDirectory.com Inc,GOOG/PINK_SEEK,DMDRN/SEEK_ALLFINANCIALRATIOS,Active
SEGI,Sycamore Entertainment Group,GOOG/PINK_SEGI,DMDRN/SEGI_ALLFINANCIALRATIOS,Active
SEH,Spartech Corp,GOOG/NYSE_SEH,DMDRN/SEH_ALLFINANCIALRATIOS,Active
SEIC,SEI Investments,GOOG/NASDAQ_SEIC,DMDRN/SEIC_ALLFINANCIALRATIOS,Active
SEM,Gen'l Semiconductor,GOOG/NYSE_SEM,DMDRN/SEM_ALLFINANCIALRATIOS,Active
SEMG,SemGroup Corp,GOOG/NYSE_SEMG,DMDRN/SEMG_ALLFINANCIALRATIOS,Active
SENEA,Seneca Foods 'A',GOOG/NASDAQ_SENEA,DMDRN/SENEA_ALLFINANCIALRATIOS,Active
SENEB,Seneca Foods 'B',GOOG/NASDAQ_SENEB,DMDRN/SENEB_ALLFINANCIALRATIOS,Active
SEP,Spectra Energy Partners LP,GOOG/NYSE_SEP,DMDRN/SEP_ALLFINANCIALRATIOS,Active
SETO,SETO Holdings Inc,GOOG/PINK_SETO,DMDRN/SETO_ALLFINANCIALRATIOS,Active
SEV,Sevcon Inc.,GOOG/NASDAQ_SEV,DMDRN/SEV_ALLFINANCIALRATIOS,Active
SEYE,Signature Eyewear,GOOG/PINK_SEYE,DMDRN/SEYE_ALLFINANCIALRATIOS,Active
SF,Stifel Finanical Corp.,GOOG/NYSE_SF,DMDRN/SF_ALLFINANCIALRATIOS,Active
SFAZ,Safe Technologies Int'l Inc,GOOG/PINK_SFAZ,DMDRN/SFAZ_ALLFINANCIALRATIOS,Active
SFD,Smithfield Foods,GOOG/NYSE_SFD,DMDRN/SFD_ALLFINANCIALRATIOS,Active
SFE,Safeguard Scientifics,GOOG/NYSE_SFE,DMDRN/SFE_ALLFINANCIALRATIOS,Active
SFEF,Santa Fe Finl Corp,GOOG/PINK_SFEF,DMDRN/SFEF_ALLFINANCIALRATIOS,Active
SFES,SafeStitch Medical Inc,GOOG/PINK_SFES,DMDRN/SFES_ALLFINANCIALRATIOS,Active
SFG,StanCorp Finl Group Inc,GOOG/NYSE_SFG,DMDRN/SFG_ALLFINANCIALRATIOS,Active
SFGP,Siuslaw Financial Group Inc,GOOG/PINK_SFGP,DMDRN/SFGP_ALLFINANCIALRATIOS,Active
SFI,iStar Financial Inc,GOOG/NYSE_SFI,DMDRN/SFI_ALLFINANCIALRATIOS,Active
SFL,Ship Finance Intl Ltd,GOOG/NYSE_SFL,DMDRN/SFL_ALLFINANCIALRATIOS,Active
